class,family,genus,species,subSpecies,scientificName,CW,WI,CS,CE,AW,AN,CC,HL,EP,GW,GE,Ic,FN,SF,KP,UN,YG,Tm,Ao,Kh,YK,A,B,C,D,E,N,arcticOccurence,arcticEndemicSpeciesAE,borderline,introduced,naturalized,nonNativeStableCasual,stableCasual,nativeCasual,paf,genusCount,familyCount
Angiospermae,Saxifragaceae,Saxifraga,spicata,"",Saxifraga spicata ,-,-,-,-,s,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,S,1,"","","","","","","","",35,""
Angiospermae,Saxifragaceae,Saxifraga,eschscholtzii,"",Saxifraga eschscholtzii ,s,-,s,s,s,s,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,S,S,1,"","","","","","","","","",""
Angiospermae,Saxifragaceae,Saxifraga,serpyllifolia,serpyllifolia,Saxifraga serpyllifolia serpyllifolia,s,f,r,f,s,s,r,-,-,-,-,-,-,-,-,-,-,-,-,r,s,-,R,S,F,F,S,1,"","","","","","","","","",""
Angiospermae,Saxifragaceae,Saxifraga,serpyllifolia,glutinosa,Saxifraga serpyllifolia glutinosa,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,r,-,R,S,S,S,R,R,1,"","","","","","","","","",""
Angiospermae,Saxifragaceae,Saxifraga,hirculus,"",Saxifraga hirculus ,f,f,f,f,f,f,f,f,f,r,s,s,r,f,s,f,s,f,s,f,f,S,F,F,F,F,F,1,"","","","","","","","","",""
Angiospermae,Saxifragaceae,Saxifraga,setigera,"",Saxifraga setigera ,s,s,s,f,s,s,-,-,-,-,-,-,-,-,-,-,-,s,r,s,r,-,-,S,F,F,F,1,"","","","","","","","","",""
Angiospermae,Saxifragaceae,Saxifraga,platysepala,"",Saxifraga platysepala ,-,f,-,-,r,r,f,s,f,r,s,-,-,f,-,s,-,s,-,-,s,S,F,F,S,R,R,1,"","","","","","","","","",""
Angiospermae,Saxifragaceae,Saxifraga,oppositifolia,oppositifolia,Saxifraga oppositifolia oppositifolia,-,-,-,-,-,-,f,f,f,f,f,f,f,f,r,f,r,s,r,s,r,F,F,F,F,F,F,1,"","","","","","","","","",""
Angiospermae,Saxifragaceae,Saxifraga,oppositifolia,smalliana,Saxifraga oppositifolia smalliana,s,f,r,s,f,f,s,-,r,-,-,-,-,?,-,-,-,-,-,-,-,F,F,F,F,F,F,1,"","","","","","","","","",""
Angiospermae,Saxifragaceae,Saxifraga,aizoides,"",Saxifraga aizoides ,-,-,-,-,-,r,f,f,r,f,f,b,s,s,-,s,r,-,-,-,-,-,S,F,F,F,F,1,"","","","","","","","","",""
Angiospermae,Saxifragaceae,Saxifraga,nathorstii,"",Saxifraga nathorstii ,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,R,-,-,-,1,1,"","","","","","","","",""
Angiospermae,Saxifragaceae,Saxifraga,paniculata,"",Saxifraga paniculata ,-,-,-,-,-,-,r,s,-,f,f,r,-,-,-,-,-,-,-,-,-,-,-,R,F,F,F,1,"","","","","","","","","",""
Angiospermae,Saxifragaceae,Saxifraga,tricuspidata,"",Saxifraga tricuspidata ,-,-,-,-,r,f,f,f,s,f,r,-,-,-,-,-,-,-,-,-,-,R,F,F,F,F,F,1,"","","","","","","","","",""
Angiospermae,Saxifragaceae,Saxifraga,bronchialis,"",Saxifraga bronchialis ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,r,r,r,r,-,-,R,R,R,F,1,"","","","","","","","","",""
Angiospermae,Saxifragaceae,Saxifraga,stellerana,"",Saxifraga stellerana ,r,-,s,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,R,S,S,S,1,"","","","","","","","","",""
Angiospermae,Saxifragaceae,Saxifraga,balandinii,"",Saxifraga balandinii ,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,R,S,1,"","","","","","","","","",""
Angiospermae,Saxifragaceae,Saxifraga,caulescens,"",Saxifraga caulescens ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,?,-,r,-,?,-,-,-,-,-,R,F,1,"","","","","","","","","",""
Angiospermae,Saxifragaceae,Saxifraga,omolojensis,"",Saxifraga omolojensis ,?,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,?,-,-,-,-,-,R,F,1,"","","","","","","","","",""
Angiospermae,Saxifragaceae,Saxifraga,anadyrensis,"",Saxifraga anadyrensis ,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,?,-,-,-,-,-,R,S,1,"","","","","","","","","",""
Angiospermae,Saxifragaceae,Saxifraga,spinulosa,"",Saxifraga spinulosa ,r,?,r,r,-,?,-,-,-,-,-,-,-,-,?,s,-,f,s,f,r,-,-,S,F,F,F,1,"","","","","","","","","",""
Angiospermae,Saxifragaceae,Saxifraga,funstonii,"",Saxifraga funstonii ,f,f,f,f,f,f,-,-,-,-,-,-,-,-,-,-,-,r,r,r,s,-,-,R,F,F,F,1,"","","","","","","","","",""
Angiospermae,Saxifragaceae,Saxifraga,codyana,"",Saxifraga codyana ,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,R,1,"","","","","","","","","",""
Angiospermae,Saxifragaceae,Saxifraga,cherlerioides,"",Saxifraga cherlerioides ,-,-,r,?,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,S,1,"","","","","","","","","",""
Angiospermae,Saxifragaceae,Saxifraga,cespitosa,cespitosa,Saxifraga cespitosa cespitosa,s,f,r,s,s,f,f,f,f,f,f,f,f,f,s,f,r,f,s,s,s,F,F,F,F,F,F,1,"","","","","","","","","",""
Angiospermae,Saxifragaceae,Saxifraga,cespitosa,monticola,Saxifraga cespitosa monticola,-,r,r,s,f,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,S,S,1,"","","","","","","","","",""
Angiospermae,Saxifragaceae,Saxifraga,rosacea,"",Saxifraga rosacea ,-,-,-,-,-,-,-,-,-,?,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,R,R,1,"","","","","","","","","",""
Angiospermae,Saxifragaceae,Saxifraga,hypnoides,"",Saxifraga hypnoides ,-,-,-,-,-,-,-,-,-,-,-,f,**,-,-,-,-,-,-,-,-,-,-,-,-,F,F,1,"","","","","","",1,"","",""
Angiospermae,Saxifragaceae,Saxifraga,lactea,"",Saxifraga lactea ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,b,S,1,"",1,"","","","","","","",""
Angiospermae,Saxifragaceae,Saxifraga,bracteata,"",Saxifraga bracteata ,-,-,-,s,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,S,S,1,"","","","","","","","","",""
Angiospermae,Saxifragaceae,Saxifraga,hyperborea,"",Saxifraga hyperborea ,f,f,s,f,r,f,f,f,f,f,f,-,-,f,r,s,s,f,s,s,s,F,F,F,F,S,R,1,"","","","","","","","","",""
Angiospermae,Saxifragaceae,Saxifraga,rivularis,rivularis,Saxifraga rivularis rivularis,-,-,-,-,-,-,-,r,r,f,f,f,f,f,s,s,r,-,-,-,-,R,F,F,F,F,F,1,"","","","","","","","","",""
Angiospermae,Saxifragaceae,Saxifraga,rivularis,arctolitoralis,Saxifraga rivularis arctolitoralis,s,r,-,s,r,s,-,-,-,?,-,-,-,-,-,-,-,-,-,-,-,-,-,R,S,S,-,1,1,"","","","","","","","",""
Angiospermae,Saxifragaceae,Saxifraga,radiata,"",Saxifraga radiata ,s,-,r,s,s,s,-,-,-,-,-,-,-,-,-,-,-,r,r,s,s,-,-,-,F,F,F,1,"","","","","","","","","",""
Angiospermae,Saxifragaceae,Saxifraga,cernua,"",Saxifraga cernua ,f,f,f,f,f,f,f,f,f,f,f,f,s,f,f,f,s,f,s,f,s,F,F,F,F,F,F,1,"","","","","","","","","",""
Angiospermae,Saxifragaceae,Saxifraga,svalbardensis,"",Saxifraga svalbardensis ,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,R,S,S,-,-,-,1,1,"","","","","","","","",""
Angiospermae,Saxifragaceae,Micranthes,"","",Micranthes  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5007,"",""
Angiospermae,Saxifragaceae,Micranthes,merkii ,merkii,Micranthes merkii  merkii,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,F,1,"","","","","","","","",21,""
Angiospermae,Saxifragaceae,Micranthes,stellaris ,stellaris,Micranthes stellaris  stellaris,-,-,-,-,-,-,r,r,-,s,s,f,f,-,s,-,-,-,-,-,-,-,-,-,S,F,F,1,"","","","","","","","","",""
Angiospermae,Saxifragaceae,Micranthes,ferruginea,"",Micranthes ferruginea ,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,S,1,"",1,"","","","","","","",""
Angiospermae,Saxifragaceae,Micranthes,redofskyi,"",Micranthes redofskyi ,-,-,r,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,f,-,-,-,-,-,S,F,1,"","","","","","","","","",""
Angiospermae,Saxifragaceae,Micranthes,foliolosa,"",Micranthes foliolosa ,f,s,f,f,f,f,f,f,f,f,f,-,s,f,s,f,f,f,f,f,f,S,F,F,F,F,S,1,"","","","","","","","","",""
Angiospermae,Saxifragaceae,Micranthes,nudicaulis ,nudicaulis,Micranthes nudicaulis  nudicaulis,-,-,-,s,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,S,1,"","","","","","","","","",""
Angiospermae,Saxifragaceae,Micranthes,punctata,"",Micranthes punctata ,f,s,f,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,F,F,1,"","","","","","","","","",""
Angiospermae,Saxifragaceae,Micranthes,davurica,"",Micranthes davurica ,s,-,s,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,F,F,1,"","","","","","","","","",""
Angiospermae,Saxifragaceae,Micranthes,reflexa,"",Micranthes reflexa ,-,-,-,-,s,f,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,F,F,1,"","","","","","","","","",""
Angiospermae,Saxifragaceae,Micranthes,nelsoniana,nelsoniana,Micranthes nelsoniana nelsoniana,f,f,f,f,f,f,-,-,-,-,-,-,-,-,-,r,s,f,s,f,f,-,R,F,F,F,F,1,"","","","","","","","","",""
Angiospermae,Saxifragaceae,Micranthes,nelsoniana,aestivalis,Micranthes nelsoniana aestivalis,r,-,r,-,-,-,-,-,-,-,-,-,-,-,-,r,r,r,b,b,b,-,-,-,?,R,F,1,"","","","","","","","","",""
Angiospermae,Saxifragaceae,Micranthes,nelsoniana,insularis,Micranthes nelsoniana insularis,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,F,1,"","","","","","","","","",""
Angiospermae,Saxifragaceae,Micranthes,porsildiana,"",Micranthes porsildiana ,s,-,f,s,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,S,F,1,"","","","","","","","","",""
Angiospermae,Saxifragaceae,Micranthes,lyallii,hultenii,Micranthes lyallii hultenii,-,-,-,-,b,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,S,1,"","","","","","","","","",""
Angiospermae,Saxifragaceae,Micranthes,razshivinii,"",Micranthes razshivinii ,-,-,-,-,-,f,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,F,1,"","","","","","","","","",""
Angiospermae,Saxifragaceae,Micranthes,calycina,"",Micranthes calycina ,r,-,s,r,f,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,S,F,1,"","","","","","","","","",""
Angiospermae,Saxifragaceae,Micranthes,unalaschensis,"",Micranthes unalaschensis ,-,-,-,?,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,F,1,"","","","","","","","","",""
Angiospermae,Saxifragaceae,Micranthes,tenuis,"",Micranthes tenuis ,s,s,s,s,s,s,s,s,f,f,f,f,?,f,r,f,r,s,r,s,r,S,F,F,F,F,S,1,"","","","","","","","","",""
Angiospermae,Saxifragaceae,Micranthes,nivalis,"",Micranthes nivalis ,f,f,f,f,s,s,f,f,f,f,f,f,f,f,s,f,s,f,s,f,f,S,F,F,F,F,F,1,"","","","","","","","","",""
Angiospermae,Saxifragaceae,Micranthes,hieraciifolia,hieraciifolia,Micranthes hieraciifolia hieraciifolia,f,f,?,f,f,f,s,s,r,-,s,-,-,s,s,f,f,f,s,f,f,-,R,F,F,F,S,1,"","","","","","","","","",""
Angiospermae,Saxifragaceae,Micranthes,hieraciifolia,longifolia,Micranthes hieraciifolia longifolia,f,-,s,f,f,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,R,F,F,F,1,"","","","","","","","","",""
Angiospermae,Geraniaceae,"","","",  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4
Angiospermae,Geraniaceae,Geranium,"","",Geranium  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5101,"",""
Angiospermae,Geraniaceae,Geranium,sylvaticum ,sylvaticum,Geranium sylvaticum  sylvaticum,-,-,-,-,-,-,-,-,-,r,-,f,f,-,f,-,-,-,-,-,-,-,-,-,R,F,F,1,"","","","","","","","",4,""
Angiospermae,Geraniaceae,Geranium,krylovii,"",Geranium krylovii ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,s,s,r,-,-,-,-,-,-,-,S,F,1,"","","","","","","","","",""
Angiospermae,Geraniaceae,Geranium,pratense,"",Geranium pratense ,-,-,-,-,-,-,-,-,-,-,-,-,r,-,r,r,?,?,-,-,-,-,-,-,-,R,S,1,"","","","","","","","","",""
Angiospermae,Geraniaceae,Geranium,erianthum,"",Geranium erianthum ,-,-,r,r,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,F,1,"","","","","","","","","",""
Angiospermae,Onagraceae,"","","",  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",16
Angiospermae,Onagraceae,Epilobium,"","",Epilobium  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5201,"",""
Angiospermae,Onagraceae,Epilobium,palustre,"",Epilobium palustre ,r,-,r,r,f,f,s,s,-,s,r,f,f,-,f,s,r,r,-,r,-,-,-,-,S,F,F,1,"","","","","","","","",12,""
Angiospermae,Onagraceae,Epilobium,davuricum,"",Epilobium davuricum ,-,-,-,-,r,r,r,r,-,-,-,-,r,-,r,r,r,?,-,-,-,-,-,-,?,F,F,1,"","","","","","","","","",""
Angiospermae,Onagraceae,Epilobium,arcticum,"",Epilobium arcticum ,r,r,-,s,-,r,s,s,r,r,s,-,-,-,-,s,?,r,-,r,r,R,S,F,F,S,R,1,"","","","","","","","","",""
Angiospermae,Onagraceae,Epilobium,alsinifolium,"",Epilobium alsinifolium ,-,-,-,-,-,-,-,-,-,-,-,f,f,-,r,-,-,-,-,-,-,-,-,-,R,F,F,1,"","","","","","","","","",""
Angiospermae,Onagraceae,Epilobium,hornemannii,hornemannii,Epilobium hornemannii hornemannii,-,-,X,r,s,-,-,r,-,s,r,f,f,-,r,r,-,-,-,-,-,-,-,?,S,F,F,1,"","","","","","","","","",""
Angiospermae,Onagraceae,Epilobium,hornemannii,behringianum,Epilobium hornemannii behringianum,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,S,1,"","","","","","","","","",""
Angiospermae,Onagraceae,Epilobium,lactiflorum,"",Epilobium lactiflorum ,-,-,-,-,-,-,-,r,-,s,s,f,f,-,-,r,-,-,-,-,-,-,-,?,S,F,F,1,"","","","","","","","","",""
Angiospermae,Onagraceae,Epilobium,anagallidifolium,"",Epilobium anagallidifolium ,-,-,X,r,r,r,-,r,-,f,f,f,f,-,r,r,r,-,-,-,-,-,-,R,F,F,F,1,"","","","","","","","","",""
Angiospermae,Onagraceae,Epilobium,ciliatum,ciliatum,Epilobium ciliatum ciliatum,-,-,-,-,r,r,-,r,-,-,-,*,-,-,-,-,-,-,-,-,-,-,-,-,-,R,S,1,"","","",1,"","","","","",""
Angiospermae,Onagraceae,Epilobium,ciliatum,glandulosum,Epilobium ciliatum glandulosum,-,-,-,-,r,-,-,?,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,F,1,"","","","","","","","","",""
Angiospermae,Onagraceae,Epilobium,montanum,"",Epilobium montanum ,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,R,F,1,"","","","","","","","","",""
Angiospermae,Onagraceae,Epilobium,collinum,"",Epilobium collinum ,-,-,-,-,-,-,-,-,-,-,-,r,r,-,-,-,-,-,-,-,-,-,-,-,-,R,S,1,"","","","","","","","","",""
Angiospermae,Onagraceae,Chamerion,"","",Chamerion  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5202,"",""
Angiospermae,Onagraceae,Chamerion,angustifolium,angustifolium,Chamerion angustifolium angustifolium,r,-,r,s,f,f,s,f,-,f,s,s,f,-,f,s,r,r,-,r,-,-,-,-,S,F,F,1,"","","","","","","","",3,""
Angiospermae,Onagraceae,Chamerion,angustifolium,circumvagum,Chamerion angustifolium circumvagum,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,S,1,"","","","","","","","","",""
Angiospermae,Onagraceae,Chamerion,latifolium,"",Chamerion latifolium ,s,s,s,f,f,f,f,f,f,f,f,f,-,-,-,s,-,r,r,s,-,R,F,F,F,F,F,1,"","","","","","","","","",""
Angiospermae,Onagraceae,Circaea,"","",Circaea  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5203,"",""
Angiospermae,Onagraceae,Circaea,alpina ,alpina,Circaea alpina  alpina,-,-,-,-,b,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,F,1,"",1,"","","","","","",1,""
Angiospermae,Parnassiaceae,"","","",  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2
Angiospermae,Parnassiaceae,Parnassia,"","",Parnassia  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5301,"",""
Angiospermae,Parnassiaceae,Parnassia,palustris,"",Parnassia palustris ,r,-,f,f,f,f,s,s,-,-,-,f,f,-,f,s,f,r,r,f,r,-,-,-,S,F,F,1,"","","","","","","","",2,""
Angiospermae,Parnassiaceae,Parnassia,kotzebuei,"",Parnassia kotzebuei ,f,r,f,f,f,f,s,s,-,r,-,-,-,-,-,-,-,-,-,-,r,-,-,?,F,F,F,1,"","","","","","","","","",""
Angiospermae,Oxalidaceae,"","","",  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1
Angiospermae,Oxalidaceae,Oxalis,"","",Oxalis  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5401,"",""
Angiospermae,Oxalidaceae,Oxalis,acetosella,"",Oxalis acetosella ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,b,F,1,"",1,"","","","","","",1,""
Angiospermae,Euphorbiaceae,"","","",  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2
Angiospermae,Euphorbiaceae,Euphorbia,"","",Euphorbia  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5501,"",""
Angiospermae,Euphorbiaceae,Euphorbia,discolor,"",Euphorbia discolor ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,b,S,1,"",1,"","","","","","",2,""
Angiospermae,Euphorbiaceae,Euphorbia,esula,"",Euphorbia esula ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,b,S,1,"",1,"","","","","","","",""
Angiospermae,Linaceae,"","","",  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",6
Angiospermae,Linaceae,Linum,"","",Linum  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5601,"",""
Angiospermae,Linaceae,Linum,catharticum,"",Linum catharticum ,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,R,S,1,"","","","","","","","",6,""
Angiospermae,Linaceae,Linum,boreale,"",Linum boreale ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,?,-,-,-,-,-,-,-,-,R,S,1,"","","","","","","","","",""
Angiospermae,Linaceae,Linum,taymirense,"",Linum taymirense ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,r,r,-,-,-,-,R,S,1,"","","","","","","","","",""
Angiospermae,Linaceae,Linum,komarovii,"",Linum komarovii ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,R,S,1,"","","","","","","","","",""
Angiospermae,Linaceae,Linum,lewisii,lewisii,Linum lewisii lewisii,-,-,-,-,-,r,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,F,1,"","","","","","","","","",""
Angiospermae,Linaceae,Linum,lewisii,lepagei,Linum lewisii lepagei,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,S,1,"","","","","","","","","",""
Angiospermae,Violaceae,"","","",  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",17
Angiospermae,Violaceae,Viola,"","",Viola  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5701,"",""
Angiospermae,Violaceae,Viola,riviniana,"",Viola riviniana ,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,R,S,1,"","","","","","","","",17,""
Angiospermae,Violaceae,Viola,canina,"",Viola canina ,-,-,-,-,-,-,-,-,-,r,-,f,s,-,-,-,-,-,-,-,-,-,-,-,-,S,F,1,"","","","","","","","","",""
Angiospermae,Violaceae,Viola,rupestris,rupestris,Viola rupestris rupestris,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,R,S,1,"","","","","","","","","",""
Angiospermae,Violaceae,Viola,rupestris,relicta,Viola rupestris relicta,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,R,F,1,"","","","","","","","","",""
Angiospermae,Violaceae,Viola,adunca,"",Viola adunca ,-,-,-,-,-,-,-,r,-,s,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,F,1,"","","","","","","","","",""
Angiospermae,Violaceae,Viola,conspersa,"",Viola conspersa ,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,S,1,"","","","","","","","","",""
Angiospermae,Violaceae,Viola,langsdorffii,"",Viola langsdorffii ,-,-,-,r,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,S,F,1,"","","","","","","","","",""
Angiospermae,Violaceae,Viola,selkirkii,"",Viola selkirkii ,-,-,-,-,-,-,-,r,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,S,1,"","","","","","","","","",""
Angiospermae,Violaceae,Viola,pallens,"",Viola pallens ,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,S,1,"","","","","","","","","",""
Angiospermae,Violaceae,Viola,renifolia,"",Viola renifolia ,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,F,1,"","","","","","","","","",""
Angiospermae,Violaceae,Viola,palustris ,palustris,Viola palustris  palustris,-,-,-,-,-,-,-,r,-,s,s,f,f,-,r,r,-,-,-,-,-,-,-,-,R,F,F,1,"","","","","","","","","",""
Angiospermae,Violaceae,Viola,epipsila,epipsila,Viola epipsila epipsila,-,-,-,-,-,-,-,-,-,-,-,s,f,-,s,r,-,-,-,-,-,-,-,-,R,F,F,1,"","","","","","","","","",""
Angiospermae,Violaceae,Viola,epipsila,repens,Viola epipsila repens,f,-,f,f,f,r,r,r,-,-,-,-,?,-,f,s,s,s,-,s,-,-,-,-,S,F,F,1,"","","","","","","","","",""
Angiospermae,Violaceae,Viola,biflora,biflora,Viola biflora biflora,-,-,-,s,f,-,-,-,-,-,-,-,f,-,f,f,s,s,s,f,-,-,-,-,F,F,F,1,"","","","","","","","","",""
Angiospermae,Violaceae,Viola,biflora,avatschensis,Viola biflora avatschensis,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,S,1,"","","","","","","","","",""
Angiospermae,Violaceae,Viola,uniflora,"",Viola uniflora ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,b,S,1,"",1,"","","","","","","",""
Angiospermae,Violaceae,Viola,tricolor,"",Viola tricolor ,-,-,-,-,-,-,-,-,-,-,-,b,*,-,-,-,-,-,-,-,-,-,-,-,-,b,F,1,"",1,"",1,"","","","","",""
Angiospermae,Salicaceae,"","","",  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",77
Angiospermae,Salicaceae,Populus,"","",Populus  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5801,"",""
Angiospermae,Salicaceae,Populus,balsamifera,"",Populus balsamifera ,-,-,-,r,r,s,r,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,F,1,"","","","","","","","",4,""
Angiospermae,Salicaceae,Populus,suaveolens,"",Populus suaveolens ,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,R,F,1,"","","","","","","","","",""
Angiospermae,Salicaceae,Populus,tremula,"",Populus tremula ,-,-,-,-,-,-,-,-,-,-,-,-,r,-,r,-,b,-,-,-,-,-,-,-,-,R,F,1,"","","","","","","","","",""
Angiospermae,Salicaceae,Populus,tremuloides,"",Populus tremuloides ,-,-,-,-,b,r,r,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R,F,1,"","","","","","","","","",""
Angiospermae,Salicaceae,Chosenia,"","",Chosenia  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5802,"",""
Angiospermae,Salicaceae,Chosenia,arbutifolia,"",Chosenia arbutifolia ,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,R,F,1,"","","","","","","","",1,""
Angiospermae,Salicaceae,Salix,"","",Salix  ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5803,"",""
Angiospermae,Salicaceae,Salix,triandra,discolor,Salix triandra discolor,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,b,-,-,-,-,-,-,-,-,R,S,1,"","","","","","","","",72,""
Angiospermae,Salicaceae,Salix,pentandra,"",Salix pentandra ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,b,F,1,"",1,"","","","","","","",""
Angiospermae,Salicaceae,Salix,pseudopentandra,"",Salix pseudopentandra ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,b,-,-,-,-,b,F,1,"",1,"","","","","","","",""
